,0
2014-12,180.52534921199327
2015-1,183.5036165084819
2015-2,188.42748890847986
2015-3,186.60419542752328
2015-4,184.47092389233276
2015-5,189.4104135117199
2015-6,191.2361542714533
2015-7,195.05096450786695
2015-8,195.5528777454997
2015-9,199.92871750607202
2015-10,194.8349327747237
2015-11,189.91593261880064
2015-12,187.28547079089066
2016-1,181.06875187843758
2016-2,174.32754900990224
2016-3,175.5249261779989
2016-4,176.3893471075322
2016-5,176.11619636563137
2016-6,179.26287435430245
2016-7,181.41982663754783
2016-8,184.48159149708937
2016-9,190.23751122844814
2016-10,195.97663393786868
2016-11,197.54334186148756
2016-12,197.39737807065586
2017-1,198.7316517262938
2017-2,199.10803955621594
2017-3,206.45985191056408
2017-4,212.42531637680244
2017-5,213.6408157440394
2017-6,214.21033650431326
