,0
2017-7,209.58110608008283
2017-8,211.34250000954174
2017-9,208.4678013039726
2017-10,210.45767968174317
2017-11,218.7429528573515
2017-12,221.71421311193575
2018-1,224.08735650074533
2018-2,228.6682682718447
2018-3,226.91136352668573
2018-4,236.66124192700244
2018-5,242.49332301362858
2018-6,250.4174251881897
2018-7,251.64645209191775
2018-8,254.21413548586648
2018-9,240.4534302894748
2018-10,234.94085170490163
2018-11,230.80376995763424
2018-12,224.9709100801113
2019-1,224.9254604400341
2019-2,229.54007632957908
2019-3,236.53727325516516
2019-4,243.38009524670707
2019-5,243.9649472172284
2019-6,244.1582971758001
2019-7,246.40702271868813
2019-8,243.5098551598733
2019-9,241.63014917436135
2019-10,237.54458132657868
2019-11,240.98301425708394
2019-12,237.23651135455816
2020-1,236.01679150221892
2020-2,235.99778184710854
2020-3,237.28706437619832
2020-4,235.7853041901936
2020-5,239.7996224207174
2020-6,238.03087262206435
2020-7,242.6464954948943
2020-8,236.86378184988106
2020-9,238.9959329541004
2020-10,238.10609372831456
2020-11,233.91514433335007
2020-12,236.39583234493
2021-1,237.14775631282964
2021-2,238.6548022114701
2021-3,243.0993429773002
2021-4,245.556245855764
2021-5,247.38482671446937
2021-6,248.49229956201066
2021-7,250.70192143966534
2021-8,251.4076528378706
2021-9,252.42473122430744
2021-10,249.77383400451
2021-11,252.42150088771774
2021-12,251.17482207728062
2022-1,248.0232549283632
2022-2,245.0482911131334
2022-3,240.40868146731165
2022-4,244.6467279794532
2022-5,246.90972563471146
2022-6,241.14864308123396
2022-7,240.0266521573951
2022-8,234.8587364218219
2022-9,228.51344690356953
2022-10,222.0987044619248
2022-11,212.94384743144943
2022-12,211.66901221934978
2023-1,215.26849409306647
2023-2,221.66476644197758
2023-3,222.9304998389299
2023-4,222.88207001160973
2023-5,223.4037406312789
2023-6,217.69575703962713
2023-7,217.62305124642896
2023-8,213.31386131388518
2023-9,209.53308587848753
2023-10,200.439951883456
2023-11,198.6563025167856
2023-12,196.62354844737072
2024-1,194.24706514408703
2024-2,191.97900212402217
2024-3,197.25156774912088
2024-4,193.6229792988059
2024-5,193.07777372569933
2024-6,192.70918944502426
2024-7,188.05573658306193
2024-8,185.9284748180516
2024-9,181.54032253250386
2024-10,183.41353498157434
2024-11,186.34580806157223
2024-12,184.69325631784847
2025-1,181.0840146014471
2025-2,182.2192799397481
2025-3,183.43986509360275
2025-4,182.85552535377855
2025-5,100.0
2025-6,100.0
2025-7,100.0
2025-8,100.0
2025-9,100.0
2025-10,100.0
2025-11,100.0
2025-12,100.0
2026-1,100.0
2026-2,100.0
2026-3,100.0
2026-4,100.0
2026-5,100.0
2026-6,100.0
2026-7,100.0
2026-8,100.0
2026-9,100.0
2026-10,100.0
2026-11,100.0
2026-12,100.0
